id,reference,transaction_type,amount,fee,total_amount,currency,source_account_id,source_user_id,destination_account_id,destination_user_id,merchant_id,agency_id,status,failure_reason,source_node,processing_node,source_datacenter,processing_datacenter,is_cross_dc,transaction_date,transaction_time,created_at,completed_at
37729,TX20240101260328,WIT,20000,200,20200,MRU,6443,5857,,,,50,SUCCESS,,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,08:28:00,2024-01-01T07:28:00.544Z,2024-01-01T07:28:01.284Z
50736,TX20240101861141,WIT,20000,200,20200,MRU,6443,5857,,,,50,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-01-01,08:28:00,2024-01-01T07:28:00.544Z,2024-01-01T07:28:02.752Z
66313,TX20240101631975,WIT,20000,200,20200,MRU,6443,5857,,,,50,SUCCESS,,NDB-NODE-1,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-01-01,08:28:00,2024-01-01T07:28:00.544Z,2024-01-01T07:28:04.101Z
66696,TX20240101915573,WIT,20000,200,20200,MRU,6443,5857,,,,50,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-01-01,08:28:00,2024-01-01T07:28:00.544Z,2024-01-01T07:28:01.276Z
81266,TX20240101961538,WIT,20000,200,20200,MRU,6443,5857,,,,50,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,08:28:00,2024-01-01T07:28:00.544Z,2024-01-01T07:28:04.175Z
8037,TX20240101332472,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-1,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:43.238Z
12481,TX20240101273142,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NDB-NODE-1,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:42.766Z
46322,TX20240101365490,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NDB-NODE-2,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:44.051Z
46922,TX20240101991195,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:44.286Z
48310,TX20240101587841,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:46.805Z
66644,TX20240101978590,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:43.852Z
67983,TX20240101795815,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:45.382Z
96212,TX20240101962153,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:44.413Z
96578,TX20240101279515,TRF,900,10,910,MRU,10739,9749,6887,6259,,,SUCCESS,,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,08:33:41,2024-01-01T07:33:41.910Z,2024-01-01T07:33:42.899Z
7606,TX20240101960013,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:02.340Z
13951,TX20240101250413,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:00.002Z
14372,TX20240101309768,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:02.436Z
16262,TX20240101225728,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NDB-NODE-1,NDB-NODE-2,DC-NDB,DC-NDB,false,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:02.681Z
22109,TX20240101210910,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:00.713Z
23765,TX20240101843396,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:43:59.705Z
55596,TX20240101162688,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:43:58.672Z
56766,TX20240101818570,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:01.259Z
77075,TX20240101490574,PAY,2400,36,2436,MRU,3343,3047,,,381,,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-01-01,08:43:58,2024-01-01T07:43:58.146Z,2024-01-01T07:44:02.834Z
2733,TX20240101307437,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
8706,TX20240101817975,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
19440,TX20240101007774,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
24629,TX20240101536423,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
32428,TX20240101183353,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
38110,TX20240101137432,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
58944,TX20240101259367,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
59527,TX20240101434217,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
81989,TX20240101808443,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
82363,TX20240101931755,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
82923,TX20240101043537,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-1,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
92574,TX20240101792236,WIT,6500,65,6565,MRU,4023,3668,,,,37,FAILED,KYC_FAIL,NKC-NODE-2,NKC-NODE-3,DC-NKC-PRIMARY,DC-NKC-SECONDARY,true,2024-01-01,09:02:13,2024-01-01T08:02:13.882Z,2024-01-01T08:02:13.882Z
10821,TX20240101661050,PAY,1600,24,1624,MRU,5396,4909,,,109,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:56.162Z
13563,TX20240101807822,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
28535,TX20240101370403,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
45751,TX20240101185391,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
46949,TX20240101077204,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
54843,TX20240101755560,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-1,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
55236,TX20240101147521,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
56408,TX20240101404503,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
78238,TX20240101485563,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-2,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
79369,TX20240101551747,PAY,1600,24,1624,MRU,5396,4909,,,109,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-01-01,09:21:53,2024-01-01T08:21:53.008Z,2024-01-01T08:21:53.008Z
17051,TX20240101249395,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:44.797Z
30503,TX20240101910127,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NDB-NODE-1,NKC-NODE-1,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:42.524Z
51222,TX20240101734824,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NKC-NODE-1,NKC-NODE-2,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:44.269Z
54765,TX20240101239348,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NKC-NODE-1,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:44.446Z
54961,TX20240101375259,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NDB-NODE-2,NKC-NODE-3,DC-NDB,DC-NKC-SECONDARY,true,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:44.709Z
56330,TX20240101519553,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:43.995Z
57110,TX20240101694291,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NDB-NODE-2,NDB-NODE-1,DC-NDB,DC-NDB,false,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:45.789Z
58085,TX20240101657717,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NKC-NODE-2,NDB-NODE-1,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:42.431Z
59836,TX20240101123364,DEP,2000,0,2000,MRU,7002,6366,,,,48,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-01-01,10:02:41,2024-01-01T09:02:41.272Z,2024-01-01T09:02:45.658Z
9991,TX20240101374928,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-3,NDB-NODE-2,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:32.950Z
13158,TX20240101750572,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:33.211Z
31213,TX20240101238157,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-3,NKC-NODE-1,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:36.915Z
31623,TX20240101733562,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NDB-NODE-2,NKC-NODE-2,DC-NDB,DC-NKC-PRIMARY,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:33.593Z
32236,TX20240101121022,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-3,NKC-NODE-2,DC-NKC-SECONDARY,DC-NKC-PRIMARY,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:32.578Z
32846,TX20240101286010,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-3,NDB-NODE-1,DC-NKC-SECONDARY,DC-NDB,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:35.552Z
61870,TX20240101575725,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-2,NKC-NODE-1,DC-NKC-PRIMARY,DC-NKC-PRIMARY,false,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:36.304Z
77875,TX20240101243445,PAY,26000,390,26390,MRU,3894,3555,,,342,,SUCCESS,,NKC-NODE-3,NKC-NODE-3,DC-NKC-SECONDARY,DC-NKC-SECONDARY,false,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:33.214Z
78818,TX20240101179692,PAY,26000,390,26390,MRU,3894,3555,,,342,,FAILED,INSUFFICIENT_BALANCE,NKC-NODE-1,NDB-NODE-2,DC-NKC-PRIMARY,DC-NDB,true,2024-01-01,10:17:32,2024-01-01T09:17:32.032Z,2024-01-01T09:17:32.032Z
